,moduleCode,title,semesters
4409,MNO3702,Negotiation and Conflict Management,"[1, 2]"
4410,MNO3703,Leading in the 21st Century,"[1, 2]"
4411,MNO3713,Management of Employee Relations,[1]
4412,MNO3716,Principles of Global Management,"[1, 2]"
4413,MNO3751,Independent Study in Leadership & Human Capital Mgmt,[1]
4414,MNO3752,Independent Study in Leadership & Human Capital Mgmt (2 Units),[1]
4415,MNO3761A,TILHCM: Employee and Organizational Misbehaviours,[2]
4416,MNO3811,Social Entrepreneurship,[1]
4417,MNO4712,Experiencing Work: Effects on Behaviour & Well-Being,[1]
4418,MNO4715,Foresight and Scenario Planning,[2]
4419,MNO4717,Talent Acquisition,[2]
4420,MNO4751,Adv Independent Study in Leadership & Human Capital Mgt,"[1, 2]"
4421,MNO4752,Adv Independent Study in Leadership & Human Capital Mgt (2 MC),[1]
4422,MNO4761A,SILHCM: Compensation and Performance Management,[1]
4423,MNO4861C,SILHCM: Corp Entrepreneurship & Busi Model Evaluation,[1]
4424,MS1102E,Understanding the Contemporary Malay World,[1]
4425,MS2210,Malay Culture & Society,[1]
4426,MS2211,Criticism in Modern Malay Literature,[1]
4427,MS2212,Law and Malay Society,[1]
4428,MS2213,Families and Households - Lived Experiences,[1]
4429,MS2215,"Princes, Ports, Pomp, Piety and Pen in the Malay World",[2]
4430,MS2216,Fieldwork in Studies of Malay Society,[2]
4431,MS2217,Singapore’s Malay Built Heritage: Legacies of Diversity,[2]
4432,MS2218,Malay-Islamic Cultural Encounters: Arts and Aesthetics,[1]
4433,MS2219,Networks and the Malay World,[2]
4434,MS2220,Arts and Artists in the Nusantara,[2]
4435,MS3209,Being Malays in Singapore,[2]
4436,MS3211,Political Culture of the Malays,[2]
4437,MS3212,Text and Ideology in the Malay World,[1]
4438,MS3213,Ideology & Ideas on Malay Development,[2]
4439,MS3214,Asian Traditions and Modernisation,[1]
4440,MS3216,Gender and Islam,[1]
4441,MS3217,"Political Economy, Ethnicity, Religion",[2]
4442,MS3218,The Religious Life of the Malays,[1]
4443,MS3550,Malay Studies Internship,"[1, 2, 3, 4]"
4444,MS4101,Theory and Practice in Malay Studies,[1]
4445,MS4101HM,Theory and Practice in Malay Studies,[1]
4446,MS4204,The Malay Middle Class,[1]
4447,MS4204HM,The Malay Middle Class,[1]
4448,MS4208,Syariah Law in Southeast Asia,[2]
4449,MS4208HM,Syariah Law in Southeast Asia,[2]
4450,MS4401,Honours Thesis,"[1, 2]"
4451,MS4401HM,Honours Thesis,"[1, 2]"
4452,MS4660,Independent Study,"[1, 2]"
4453,MS4660HM,Independent Study,"[1, 2]"
4454,MS4880A,Orientations in Muslim Resurgence Movements,[1]
4455,MS4880AHM,Orientations in Muslim Resurgence Movements,[1]
4456,MS4880B,Malays Encountering Globalization: Culture and Identity,[2]
4457,MS4880BHM,Malays Encountering Globalization: Culture and Identity,[2]
4458,MS5101,Social Science and Malay Studies,[1]
4459,MS5201,Critiques in Malay Studies,[2]
4460,MS5660,Independent Study,"[1, 2]"
4461,MS6660,Independent Study,"[1, 2]"
4462,MS6770,Graduate Research Seminar,[2]
4463,MT5001,Intellectual Property Management & Innovation Strategy,[1]
4464,MT5001G,Intellectual Property Management & Innovation Strategy,[1]
4465,MT5006,Value Creation Through Product Development,[1]
4466,MT5007,Management of Technological Innovation,"[1, 2]"
4467,MT5007G,Management of Technological Innovation,[1]
4468,MT5008,Internal and Collaborative Corporate Entrepreneurship,[1]
4469,MT5010,"Technology Forecasting, Intelligence & Foresighting",[2]
4470,MT5011,Business Finance in the Technology Industry,[1]
4471,MT5012,Marketing of Technology Products in the Digital Era,[1]
4472,MT5020,Managing the Human elements of Technology Management,[1]
4473,MT5021,Creativity and Problem-Solving Skills,[2]
4474,MT5022,Digital Disruption and Technology Strategy,[2]
4475,MT5023,Technology-Based Entrepreneurial Strategy,[2]
4476,MT5024,Maximising Innovation Value through Patent Analytics,[2]
4477,MT5026,Experiential Learning: Applied Project,[2]
4478,MT5027,Embracing the future: Entrepreneurship in Emerging Technologies,[2]
4479,MT5666,Industrial Attachment,"[1, 2]"
4480,MT5766,Technology Management Internship,"[1, 2]"
4481,MT5866,Industrial Project and Attachment,"[1, 2]"
4482,MT5900,Mot Research Project,"[1, 2]"
4483,MT5901,Management Practicum,"[1, 2]"
4484,MT5902,Management Extended Practicum,[1]
4485,MT5911,Venture Capital Funding for TechVenture,[2]
4486,MT5912,Frugal Innovation,[2]
4487,MT5913,TechLaunch - Experiential Entrepreneurship,"[1, 2]"
4488,MT5920,Enterprise Development - Experiential Innovation,"[1, 2]"
4489,MT5922,Concepts and Application of Engineering Leadership,[1]
4490,MT5966,Overseas Industrial Project and Attachment,[2]
4491,MT5999,Graduate Seminars,"[1, 2]"
4492,MT6999,Doctoral Seminars,"[1, 2]"
4493,MTM5001,Maritime Industry Fundamentals,[1]
4494,MTM5002,Port Logistics and Supply Chain,[1]
4495,MTM5004,Maritime Data Analytics,[2]
4496,MTM5005,Intermodal Freight Transport and Logistics,[2]
4497,MTM5101,Maritime Industrial Attachment,"[1, 2, 3, 4]"
4498,MTM5101P,Maritime Team Project,[2]
4499,MUA1101,Composition Major Study 1A,[1]
4500,MUA1102,Composition Major Study 1B,[2]
4501,MUA1107,Conservatory Orchestra,"[1, 2]"
4502,MUA1108,Conservatory Orchestra,"[1, 2]"
4503,MUA1109,Foundations for String Chamber Music,[2]
4504,MUA1111,Piano Ensemble 1A,"[1, 2]"
4505,MUA1115,Foundations of Vocal Accompaniment / Sight-Reading,[1]
4506,MUA1116,Foundations of Instrumental Accompaniment,[2]
4507,MUA1153,Noon Recital Series 1A,"[1, 2]"
4508,MUA1154,Noon Recital Series 1B,"[1, 2]"
4509,MUA1159,A Pianist's Toolbox 1,[2]
4510,MUA1161,Foundational Studies on Principal Instrument,"[1, 2]"
4511,MUA1162,Juried Performance Presentation,"[1, 2]"
4512,MUA1163,The Profession of Music 1,[1]
4513,MUA1165,Music and Machines,[2]
4514,MUA1167,The Profession of Music 2,[2]
4515,MUA1168,Foundational Area Study 1,"[1, 2]"
4516,MUA1169,Foundational Area Study 2,[2]
4517,MUA1170,Classical Music Recording Production,[1]
4518,MUA1171,Classical Music Recording Production Project,[2]
4519,MUA1172,Critical Listening,[1]
4520,MUA1188,Music Initiatives and Projects 1,"[1, 2]"
4521,MUA1189,Music Initiatives and Projects 2,[2]
4522,MUA1190,Applied Voice Major Study 1A,"[1, 2]"
4523,MUA1191,Applied Voice Major Studies 1B,"[1, 2]"
4524,MUA1192,Chamber Singers,"[1, 2]"
4525,MUA1193,Chamber Singers,"[1, 2]"
4526,MUA1196,Diction for Singers 1,[1]
4527,MUA1223,Desktop Mixing and Production,"[1, 2]"
4528,MUA1240,Exploration in Musical Production,"[1, 2]"
4529,MUA2101,Composition Major Study 2A,[1]
4530,MUA2102,Composition Major Study 2B,[2]
4531,MUA2107,Conservatory Orchestra,"[1, 2]"
4532,MUA2108,Conservatory Orchestra,"[1, 2]"
4533,MUA2109,Chamber Music,"[1, 2]"
4534,MUA2110,Chamber Music in Mixed Ensemble,"[1, 2]"
4535,MUA2153,Noon Recital Series 2A,"[1, 2]"
4536,MUA2154,Noon Recital Series 2B,"[1, 2]"
4537,MUA2157,Contemporary Musicianship A,[1]
4538,MUA2158,Contemporary Musicianship B,[2]
4539,MUA2159,A Pianist's Toolbox 2,[2]
4540,MUA2161,Advanced Juried Performance Presentation,"[1, 2]"
4541,MUA2162,Continuing Studies on Principal Instrument,"[1, 2]"
4542,MUA2163,Leading and Guiding Through Music,"[1, 2]"
4543,MUA2168,Continuing Area Study 1,"[1, 2]"
4544,MUA2169,Continuing Area Study 2,[2]
4545,MUA2170,Multitrack Recording Techniques,[1]
4546,MUA2171,Multitrack Recording Project,[2]
4547,MUA2172,Acoustics for Sound Engineer,"[1, 2]"
4548,MUA2177,Audio Networks,[2]
4549,MUA2178,Computer Systems for Audio,[1]
4550,MUA2188,Music Initiatives and Projects 3,"[1, 2]"
4551,MUA2189,Music Initiatives and Projects 4,[2]
4552,MUA2190,Applied Voice Major Study 2A,"[1, 2]"
4553,MUA2191,Applied Voice Major Study 2B,"[1, 2]"
4554,MUA2192,Chamber Singers,"[1, 2]"
4555,MUA2193,Chamber Singers,"[1, 2]"
4556,MUA2196,Diction for Singers 2,[2]
4557,MUA2203,Keyboard Literature: Genres throughout History,[1]
4558,MUA2204,Keyboard Literature: Sonatas in Context,[2]
4559,MUA2205,Rhythmic Devices in Performance 1,"[1, 2]"
4560,MUA2210,Rhythmical Devices in Performance 2,"[1, 2]"
4561,MUA2229,Music and Health,[2]
4562,MUA2240,Collaborative Piano - Piano Ensemble,"[1, 2]"
4563,MUA2241,Collaborative Piano - Vocal Accompaniment,"[1, 2]"
4564,MUA2242,Collaborative Piano - Instrumental Accompaniment,"[1, 2]"
4565,MUA2243,Collaborative Piano - Chamber Music,"[1, 2]"
4566,MUA2255,Applied Secondary A,"[1, 2]"
4567,MUA2255A,Applied Secondary,"[1, 2]"
4568,MUA2255B,Applied Secondary,"[1, 2]"
4569,MUA2256,Applied Secondary B,"[1, 2]"
4570,MUA2256A,Applied Secondary,"[1, 2]"
4571,MUA2256B,Applied Secondary,"[1, 2]"
4572,MUA2266,Navigating Community Music Projects,"[1, 2]"
4573,MUA2267,Navigating Community Music Projects,[2]
4574,MUA3101,Composition Major Study 3A,[1]
4575,MUA3102,Composition Major Study 3B,"[1, 2]"
4576,MUA3105,Conducting,"[1, 2]"
4577,MUA3107,Conservatory Orchestra,"[1, 2]"
4578,MUA3108,Conservatory Orchestra,"[1, 2]"
4579,MUA3109,Chamber Music,"[1, 2]"
4580,MUA3110,Chamber Music in Mixed Ensemble,"[1, 2]"
4581,MUA3113,Keyboard Skills for Piano Majors,[1]
4582,MUA3116,Pedagogy for Orchestral Instrumentalists,[2]
4583,MUA3117,Contemporary Music Performance,"[1, 2]"
4584,MUA3133,Compositional Discourse,[2]
4585,MUA3153,Noon Recital Series 3A,"[1, 2]"
4586,MUA3154,Noon Recital Series 3B,"[1, 2]"
4587,MUA3159,A Pianist's Toolbox 3,[2]
4588,MUA3161,Junior Recital,"[1, 2]"
4589,MUA3162,Intermediate Studies on Principal Instrument,"[1, 2]"
4590,MUA3163,Musical Pathways,"[1, 2]"
4591,MUA3168,Intermediate Area Study,"[1, 2]"
4592,MUA3169,Music Project and Design,[1]
4593,MUA3170,Audio Postproduction Techniques,[1]
4594,MUA3172,Audio Postproduction Project,[2]
4595,MUA3177,Music Programming & Production,[1]
4596,MUA3178,MS / MCP 3rd Year Project,"[1, 2]"
4597,MUA3179,Capstone Project for Second Major in Music,"[1, 2]"
4598,MUA3181,Advanced Concepts in Orchestral Repertoire,[1]
4599,MUA3188,Live Sound Reinforcement,[1]
4600,MUA3189,Live Sound Reinforcement Project,[2]
4601,MUA3190,Applied Voice Major Study 3B,"[1, 2]"
4602,MUA3191,Junior Recital in Voice,"[1, 2]"
4603,MUA3194,Voice Literature 1,[1]
4604,MUA3195,Voice Literature 2,[2]
4605,MUA3196,Opera Workshop 1,[1]
4606,MUA3197,Opera Workshop 2,[2]
4607,MUA3201,Advanced Contemporary Music Performance,"[1, 2]"
4608,MUA3202,Advanced Contemporary Music Performance,"[1, 2]"
4609,MUA3204,Conducting Contemporary Instrumental Music,[1]
4610,MUA3205,Jazz Study and Performance 1,"[1, 2]"
4611,MUA3206,Jazz Study and Performance 2,"[1, 2]"
4612,MUA3208,Creative Producing for Performers,[2]
4613,MUA3209,Business for Musicians,[2]
4614,MUA3213,Music Notation and Engraving,[1]
4615,MUA3216,Performance and Interaction,"[1, 2]"
4616,MUA3217,"Music Markets in Western, Korean, and Singaporean Contexts: A Storytelling Approach",[2]
4617,MUA3219,World Music Ensemble,"[1, 2]"
4618,MUA3220,World Music Ensemble,[1]
4619,MUA3221,Intensive Music Engagement Practicum,[1]
4620,MUA3223,Cultural Encounters - Bali Excursion and Study Tour,[4]
4621,MUA3224,Intermediate Keyboard Studies,"[1, 2]"
4622,MUA3225,Early Advanced Keyboard Studies,"[1, 2]"
4623,MUA3226,Collaboratory,"[1, 2]"
4624,MUA3227,Collaboratory B,"[1, 2]"
4625,MUA3228,Re-imagining Pianism through Analysis,[1]
4626,MUA3230,Music Cognition,[1]
4627,MUA3233,Contemporary Improvisation,"[1, 2]"
4628,MUA3240,Collaborative Piano - Piano Ensemble,"[1, 2]"
4629,MUA3241,Collaborative Piano - Vocal Accompaniment,"[1, 2]"
4630,MUA3242,Collaborative Piano - Instrumental Accompaniment,"[1, 2]"
4631,MUA3243,Collaborative Piano - Chamber Music,"[1, 2]"
4632,MUA3255,Applied Secondary C,"[1, 2]"
4633,MUA3255A,Applied Secondary,"[1, 2]"
4634,MUA3255B,Applied Secondary,"[1, 2]"
4635,MUA3256,Applied Secondary D,"[1, 2]"
4636,MUA3256A,Applied Secondary,"[1, 2]"
4637,MUA3256B,Applied Secondary,"[1, 2]"
4638,MUA3260,Internship in Arts-Related Pathways,"[1, 2, 3, 4]"
4639,MUA3261,Career Development Group Project,"[1, 2]"
4640,MUA3263,Internship in Arts-Related Pathways 2,"[1, 2, 3, 4]"
4641,MUA3264,Career Development Independent Project,"[1, 2]"
4642,MUA3265,Career Development Independent Project 2,"[1, 2]"
4643,MUA3266,Navigating Community Music Projects,"[1, 2]"
4644,MUA3267,Navigating Community Music Projects,[2]
4645,MUA3271,Acoustics and Sound Production for Performers,[1]
4646,MUA4101,Composition Major Study 4A,[1]
4647,MUA4102,Composition Major Study 4B,"[1, 2]"
4648,MUA4107,Conservatory Orchestra,"[1, 2]"
4649,MUA4108,Conservatory Orchestra,"[1, 2]"
4650,MUA4109,Chamber Music,"[1, 2]"
4651,MUA4110,Chamber Music in Mixed Ensemble,"[1, 2]"
4652,MUA4113,Piano Pedagogy,[1]
4653,MUA4153,Noon Recital Series 4A,"[1, 2]"
4654,MUA4154,Noon Recital Series 4B,"[1, 2]"
4655,MUA4161,Advanced Studies on Principal Instrument,"[1, 2]"
4656,MUA4162,Senior Recital - Instrumental Performance Capstone,"[1, 2]"
4657,MUA4172,Internship in Audio Arts and Sciences 1,[1]
4658,MUA4173,Sound for Film and Television 1,[1]
4659,MUA4174,Sound for Film and Television 2,[2]
4660,MUA4175,AAS Final Project,[2]
4661,MUA4176,Pop Music Practice and Analysis 1,[1]
4662,MUA4177,Pop Music Practice and Analysis 2,[2]
4663,MUA4178,MS / MCP Capstone Project,"[1, 2]"
4664,MUA4179,Final Project,"[1, 2]"
4665,MUA4180,Internship in Audio Arts and Science 2,[2]
4666,MUA4181,Professional Concepts in Orchestral Repertoire,[1]
4667,MUA4190,Applied Voice Major Study 4A,"[1, 2]"
4668,MUA4191,Senior Recital in Voice,"[1, 2]"
4669,MUA4196,Opera Workshop 3,[1]
4670,MUA4201,Foundational Leadership Skills in an Orchestral Context,"[1, 2]"
4671,MUA4202,Intermediate Leadership Skills in an Orchestral Context,"[1, 2]"
4672,MUA4203,Advanced Conducting I,"[1, 2]"
4673,MUA4205,Advanced Conducting II,[2]
4674,MUA4207,Advanced Leadership Skills in an Orchestral Context,"[1, 2]"
4675,MUA4208,Professional Leadership Skills in an Orchestral Context,"[1, 2]"
4676,MUA4209,Chamber Music 4,"[1, 2]"
4677,MUA4210,Chamber Music in Mixed Ensemble 4,"[1, 2]"
4678,MUA4215,Vocal Pedagogy,[1]
4679,MUA4226,Collaboratory C,"[1, 2]"
4680,MUA4227,Collaboratory D,"[1, 2]"
4681,MUA4240,Collaborative Piano - Piano Ensemble,"[1, 2]"
4682,MUA4241,Collaborative Piano - Vocal Accompaniment,"[1, 2]"
4683,MUA4242,Collaborative Piano - Instrumental Accompaniment,"[1, 2]"
4684,MUA4243,Collaborative Piano - Chamber Music,"[1, 2]"
4685,MUA4309,Chamber Music 5,"[1, 2]"
4686,MUA4310,Chamber Music in Mixed Ensemble 5,"[1, 2]"
4687,MUA4340,Collaborative Piano - Piano Ensemble 4,"[1, 2]"
4688,MUA4341,Collaborative Piano - Vocal Accompaniment 4,"[1, 2]"
4689,MUA4342,Collaborative Piano - Instrumental Accompaniment 4,"[1, 2]"
4690,MUA4343,Collaborative Piano - Chamber Music 4,"[1, 2]"
4691,MUA4409,Chamber Music 6,"[1, 2]"
4692,MUA4410,Chamber Music in Mixed Ensemble 6,"[1, 2]"
4693,MUA4440,Collaborative Piano - Piano Ensemble 5,"[1, 2]"
4694,MUA4441,Collaborative Piano - Vocal Accompaniment 5,"[1, 2]"
4695,MUA4442,Collaborative Piano - Instrumental Accompaniment 5,"[1, 2]"
4696,MUA4443,Collaborative Piano - Chamber Music 5,"[1, 2]"
4697,MUA4540,Collaborative Piano - Piano Ensemble 6,"[1, 2]"
4698,MUA4541,Collaborative Piano  Vocal Accompaniment 6,"[1, 2]"
4699,MUA4542,Collaborative Piano - Instrumental Accompaniment 6,"[1, 2]"
4700,MUA4543,Collaborative Piano - Chamber Music 6,[2]
4701,MUA5105,Leadership in Orchestral Conducting,[1]
4702,MUA5115,Ensemble Study 5A,"[1, 2]"
4703,MUA5116,Ensemble Study 5B,"[1, 2]"
4704,MUA5121,Professional Practices in Music,"[1, 2]"
4705,MUA5122,Graduate Practicum in Pedagogy,[1]
4706,MUA5123,Collaborative Portfolio,"[1, 2]"
4707,MUA5124,Musical Explorations,"[1, 2]"
4708,MUA5160,Leadership in Musical Contexts,[2]
4709,MUA5161,Major Study 5A,"[1, 2]"
4710,MUA5162,Major Study 5B,"[1, 2]"
4711,MUA5163,Research Practices in Music,[1]
4712,MUA5264,Musical Engagement in the Community,[1]
4713,MUA6115,Ensemble Study 6A,"[1, 2]"
4714,MUA6116,Ensemble Study 6B,"[1, 2]"
4715,MUA6161,Major Study 6A,"[1, 2]"
4716,MUA6162,Major Study 6B,"[1, 2]"
4717,MUA6178,Graduate Capstone Project in Music Leadership,"[1, 2]"
4718,MUH1101,Critical Approaches to Musical Discovery,"[1, 2]"
4719,MUH2201,Classical Styles and Romantic Spirits,[1]
4720,MUH2204,Music after World War II,[1]
4721,MUH3203,The Evolution of Music for the Stage,[2]
4722,MUH3205,Chamber Music: An Interdisciplinary Approach,[2]
4723,MUH5201,Histories and Cultures of Amateur Music-Making,[1]
4724,MUH5202,Music in Interconnection,[2]
4725,MUL1105,Italian for Musicians 1,[1]
4726,MUL1106,Italian for Musicians 2,[2]
4727,MUL2107,French for Musicians 1,[1]
4728,MUL2109,German for Musicians 1,[1]
4729,MUL2110,German for Musicians 2,[2]
4730,MUT1101,Musical Concepts and Materials 1,[1]
4731,MUT1102,Musical Concepts and Materials 2,[2]
4732,MUT1201,Introduction to Classical Music Composition,"[1, 2]"
4733,MUT2101,Musical Concepts and Materials 3,[1]
4734,MUT2102,Musical Concepts and Materials 4,[2]
4735,MUT3113,Orchestration,[2]
4736,MUT3215,Composition for Non-Majors,[2]
4737,MUT3222,Choral Composition,[1]
4738,MUT3224,Teaching Music Online,"[1, 2]"
4739,MUT4201,Graduate Theory Preparation,[1]
4740,MUT5201,Practical Approaches to Musical Analysis,[2]
4741,NEP3001,Impact Experience Project,"[1, 2]"
4742,NEP3001A,Impact Experience Project (One Year),[1]
4743,NEP3001AS,Impact Experience Project (One Year),[1]
4744,NEP3001AZ,Impact Experience Project (One Year),"[1, 2]"
4745,NEP3001Z,Impact Experience Project,"[1, 2]"
4746,NEX3001,GEx Paris,"[1, 3, 4]"
4747,NEX3003,GEx New York,"[1, 3, 4]"
4748,NEX3004,GEx Toronto,"[1, 3, 4]"
4749,NEX3007,GEx Nagoya-Tokyo,"[1, 3, 4]"
4750,NEX3008S,GEx Bali/Lombok,"[1, 3, 4]"
4751,NEX3009,GEx Beijing,[1]
4752,NEX3010S,GEx Chicago,"[1, 3, 4]"
4753,NEX3011,GEx Sulawesi,"[1, 3, 4]"
4754,NEX3012S,GEx Upper Mekong,[1]
4755,NEX3013,GEx Yogyakarta,"[1, 3, 4]"
4756,NEX3014,GEx Mekong Delta,"[1, 3, 4]"
4757,NEX3015,GEx Chiang Mai,"[3, 4]"
4758,NEX3016,GEx Bangkok – Kuala Lumpur,"[3, 4]"
4759,NEX3017,GEx Manila,"[3, 4]"
4760,NG5001,Academic Communication for Graduate Researchers,"[1, 2]"
4761,NG5002,Research Ethics for Graduate Researchers,"[1, 2]"
4762,NGN2001A,Global Narratives,"[1, 2]"
4763,NGN2001B,Global Narratives,"[1, 2]"
4764,NGN2001C,Global Narratives,"[1, 2]"
4765,NGN2001D,Global Narratives,"[1, 2]"
4766,NGN2001E,Global Narratives,[2]
4767,NGN2001F,Global Narratives,"[1, 2]"
4768,NGN2001G,Global Narratives,"[1, 2]"
4769,NGN2001H,Global Narratives,"[1, 2]"
4770,NGN2001I,Global Narratives,"[1, 2]"
4771,NGN2001J,Global Narratives,"[1, 2]"
4772,NGN2001K,Global Narratives,"[1, 2]"
4773,NGN2001L,Global Narratives,[2]
4774,NGT2001A,Global Social Thought,"[1, 2]"
4775,NGT2001B,Global Social Thought,"[1, 2]"
4776,NGT2001C,Global Social Thought,"[1, 2]"
4777,NGT2001D,Global Social Thought,"[1, 2]"
4778,NGT2001E,Global Social Thought,"[1, 2]"
4779,NGT2001F,Global Social Thought,"[1, 2]"
4780,NGT2001G,Global Social Thought,"[1, 2]"
4781,NGT2001H,Global Social Thought,"[1, 2]"
4782,NGT2001I,Global Social Thought,"[1, 2]"
4783,NGT2001J,Global Social Thought,[1]
4784,NGT2001K,Global Social Thought,[1]
4785,NHS2017,Making Sense of Colonial Ideology and Its Legacies,[1]
4786,NHS2026,Singaporean Nostalgia,[2]
4787,NHS2030,Singapore: The Making Of A Nation,[2]
4788,NHS2043,Multiculturalism in Singapore and Its Contested Meanings,[2]
4789,NHS2048,Situating Singapore in the Wider World,[1]
4790,NHS2050,Gender and Ecology in Asia,[1]
4791,NHS2051,Democracy and Inequality,[2]
4792,NHS2053,The Heterogeneous Indians of Contemporary Singapore,"[1, 2]"
